author_id,paper_id,year_citation
26,456319,1984
26,457700,1984
26,459309,1998
26,459683,1993
26,459869,1984
26,459912,1984
26,460362,1984
26,460364,1984
26,460665,1984
26,461758,1984
26,464879,1984
26,465828,2001
26,467933,1984
26,467978,1984
26,468451,1987
26,468451,1989
26,468541,2000
26,469431,1969
26,472196,1984
26,472541,1977
26,472543,1984
26,472586,1984
26,472614,2000
26,472698,1984
26,472788,1997
26,473730,1982
26,473730,1984
26,474694,1990
26,480312,1984
26,481518,1996
26,481815,1997
26,482932,1996
26,485744,2002
26,485744,2003
26,485744,2005
26,486552,1984
26,486558,1984
26,486707,1982
26,486707,1984
26,486850,1984
26,486929,1984
26,489761,1984
26,491576,1993
26,491792,1976
26,491792,1977
26,491792,1979
26,491824,1992
26,491898,1997
26,492087,1984
26,492087,2000
26,492960,1984
26,493128,1984
26,495353,1992
26,496454,1990
26,497646,1984
26,497797,1984
26,504045,1984
26,509335,1984
26,509416,1984
26,509551,1984
26,514899,1998
26,515764,1983
26,515999,1999
26,515999,2000
26,515999,2002
26,515999,2003
26,515999,2005
26,516000,2001
26,516000,2002
26,516000,2003
26,516000,2004
26,516000,2004
26,516000,2005
26,516001,2000
26,516001,2001
26,516001,2002
26,516001,2003
26,516001,2004
26,516001,2004
26,516001,2005
26,517255,1989
26,517255,1993
26,517652,1984
26,519635,1984
26,519635,1986
26,521701,1984
26,530928,1984
26,531770,1984
26,533222,1984
26,534246,1986
26,536113,1987
26,536113,1989
26,536480,1987
26,536480,1989
26,537868,1993
26,539256,1984
26,539769,1987
26,539769,1989
26,540223,1969
26,540904,1996
26,541919,1984
26,544736,1990
26,549503,1984
26,549952,1993
26,554011,1992
26,554011,1995
26,554612,1984
26,554613,1984
26,556655,2001
26,560054,1984
26,562727,2000
26,564661,1993
26,564661,1997
26,572116,1984
26,575091,1992
26,575091,1995
26,584700,1987
26,584700,1989
26,587976,1998
26,588053,2001
26,595596,1969
26,603535,1997
26,607390,1998
26,607405,1995
26,806335,1995
26,818452,1981
26,827718,1981
26,827718,1984
26,827718,1985
26,851664,1989
26,858623,1981
26,867078,1984
26,872943,1984
26,893069,1969
26,901746,1986
26,909213,1990
26,909213,1992
26,926122,1984
26,951931,1984
26,982047,1984
26,982049,1989
26,1083238,1996
26,1093102,2001
26,1113483,1991
26,1113483,1993
26,1113483,1997
26,1133717,1989
26,1133717,1991
26,1133717,1997
26,1139295,1984
26,1140353,1995
26,1140353,2000
26,1140355,1995
26,1140355,2001
26,1157515,1984
26,1176340,1977
26,1176340,1984
26,1190023,1995
26,1191871,1989
26,1358271,1992
26,1358271,1995
26,1364567,1995
26,1364689,1984
26,1366362,1984
26,1366366,1984
26,1366704,1984
26,1366832,1977
26,1366832,1979
26,1366832,1984
26,1377363,1984
26,1377363,1995
26,1377366,1984
26,1377819,1984
26,1378783,1984
26,1382927,1992
26,1382927,1995
26,1382927,2001
26,1383381,1982
26,1383381,1984
26,1384651,1984
26,1384983,1984
26,1385552,1984
26,1387189,1982
26,1388216,1984
26,1388863,1984
26,1389408,1984
26,1389592,1990
26,1390235,1984
26,1390816,1984
26,1390821,1984
26,1390821,1986
26,1390821,1996
26,1390867,1984
26,1391006,1984
26,1392294,1996
26,1395246,1984
26,1395255,1984
26,1395388,1984
26,1395452,1984
26,1397021,1984
26,1399141,1984
26,1399300,1989
26,1399300,1991
26,1399613,1986
26,1399613,1987
26,1399613,1989
26,1400219,1984
26,1401399,1981
26,1401409,1984
26,1402048,1984
26,1402692,1984
26,1402692,1986
26,1403190,1984
26,1404064,1995
26,1405707,1990
26,1405707,1992
26,1405707,1992
26,1407287,1984
26,1407721,1984
26,1408480,1984
26,1408761,1984
26,1411088,1984
26,1413592,1984
26,1442643,2005
26,1675471,1989
26,1675471,1990
26,1678905,1984
26,1678905,1990
26,1678910,1984
26,1762222,1992
26,1766174,2003
26,1766174,2004
26,1766174,2004
26,1795442,1992
26,1795442,1995
26,1853961,1984
26,1875090,1991
26,2005677,1984
26,2014981,2004
26,2038059,1984
26,2040520,1977
26,2049837,1984
26,2057526,1984
26,2058733,1984
26,2072027,1984
26,2073452,1984
26,2079574,1993
26,2079574,1994
26,2098698,1984
26,2333329,1990
26,2333329,1990
26,2365786,1984
26,2365786,1990
26,2367649,1990
26,2369894,1997
26,2370912,1990
26,2374368,1990
26,2454215,1990
26,2465083,1992
26,2467525,1990
26,2468771,1996
26,2473705,1984
26,2476176,1984
26,2531661,1977
26,2535991,1992
26,2537883,2005
26,2554753,1988
26,2554753,1990
26,2562278,1984
26,2569601,1990
26,2572622,1989
26,2572622,1990
26,2573173,1992
26,2580559,1997
26,2580559,1998
26,2593723,1984
26,2597047,1990
26,2600332,1990
26,2600332,1990
26,2600332,1992
26,2603390,1993
26,2604105,1990
26,2604105,1992
26,2608043,1993
26,2612143,1984
26,2968928,1974
26,3072975,1984
26,3072975,1993
26,3097234,1993
26,3106028,1984
26,3118008,1984
26,3149676,1984
26,3286735,1975
26,3286735,1978
26,3286735,1979
26,3286735,1981
26,3286735,1984
26,3286735,1984
26,3286735,1985
26,3286735,1987
26,3286844,1987
26,3286844,1989
26,3286854,1984
26,3288116,1995
26,3291245,1993
26,3291245,1997
26,3299846,1987
26,3299846,1989
26,3300810,1992
26,3300810,1995
26,3300810,1995
26,3304551,1995
26,3304551,2001
26,3304734,1979
26,3304734,1981
26,3307444,1981
26,3308509,1983
26,3312740,1981
26,3312740,1984
26,3316366,1995
26,3316366,2001
26,3320751,1995
26,3320751,2001
26,3321125,1983
26,3324099,1995
26,3324099,2001
26,3327367,1981
26,3329190,1993
26,3329190,1995
26,3329210,1992
26,3330035,1981
26,3333624,1997
26,3399245,1975
26,3399245,1977
26,3399245,1984
26,3674966,1999
26,3674966,1999
26,3674966,2000
26,3674966,2004
26,3674966,2004
26,3674966,2005
26,3708828,2000
26,3708828,2003
26,3708828,2004
26,3708828,2004
26,3708828,2005
26,3731342,1999
26,3731342,1999
26,3731342,2000
26,3731342,2001
26,3731342,2002
26,3731342,2003
26,3731342,2004
26,3731342,2004
26,3731342,2005
26,3731343,2004
26,3734894,2005
26,3750872,1999
26,3750872,1999
26,3750872,2000
26,3750872,2001
26,3750872,2002
26,3750872,2003
26,3750872,2004
26,3750872,2004
26,3750872,2005
26,3750878,1999
26,3750878,2000
26,3750878,2001
26,3750878,2002
26,3750878,2003
26,3750878,2004
26,3750878,2004
26,3750878,2005
26,3753352,2005
26,3758747,2005
26,3770557,2005
26,3803698,1992
26,3803698,1995
26,3803698,2001
26,3815852,1974
26,3826316,1978
26,3835183,1998
26,3835183,2005
26,3869973,1976
26,3871945,1984
26,3891715,2001
26,3898802,1978
26,3898802,1984
26,3904003,1984
26,3914804,2001
26,3915277,1984
26,3923642,2001
26,3932286,2001
26,3933888,1995
26,3939281,1984
26,3948102,1995
26,3950165,2000
26,3958881,1984
26,3959830,1992
26,3963170,2001
26,3964069,1984
26,3965132,2001
26,3965132,2003
26,3968874,1998
26,3994242,1976
26,3997284,1992
26,3997284,1995
26,4001467,1983
26,4002767,1992
26,4005436,1976
26,4013230,2000
26,4019996,1984
26,4158567,1984
26,4176358,1979
186,1,1996
186,1,2000
186,1,2002
186,1,2003
186,2885,2005
186,2920,2005
186,3553,2005
186,3655,2005
186,3683,2002
186,4347,2003
186,4621,2003
186,5506,2000
186,5506,2002
186,5506,2004
186,5799,2000
186,5799,2002
186,5799,2003
186,5799,2005
186,5800,1998
186,5800,2005
186,5804,2000
186,5804,2002
186,5817,2003
186,5836,2002
186,5923,1999
186,6114,1997
186,6114,1998
186,6114,2000
186,6114,2002
186,6114,2004
186,6114,2004
186,6145,1999
186,6145,2001
186,6231,2000
186,6429,2001
186,6429,2005
186,6429,2005
186,6429,2005
186,6478,2002
186,6694,1996
186,6694,1998
186,6694,2000
186,6694,2002
186,6694,2003
186,6701,2000
186,6701,2003
186,6897,1995
186,6897,1996
186,6909,2002
186,7087,1995
186,7087,1995
186,7087,1996
186,7087,1999
186,7091,2000
186,7124,1998
186,7124,2000
186,7369,1994
186,7400,1993
186,7400,1994
186,7400,1995
186,7400,1995
186,7400,1995
186,7400,1995
186,7400,1995
186,7400,1996
186,7400,1996
186,7400,1997
186,7412,1995
186,7420,1994
186,7521,1995
186,7521,1995
186,7521,1996
186,7521,2000
186,7521,2001
186,7521,2002
186,7521,2002
186,7523,1994
186,7523,1996
186,7523,2000
186,7523,2002
186,7610,2002
186,7786,1994
186,7908,1992
186,8035,2005
186,14685,2005
186,15342,2003
186,15530,2000
186,15616,2000
186,15616,2002
186,23165,1998
186,24185,2005
186,24643,2003
186,24802,2000
186,24819,2000
186,24948,1997
186,25857,1992
186,25857,1993
186,27021,2003
186,27566,2005
186,30192,1996
186,30192,1997
186,30294,2003
186,30312,1996
186,30312,1997
186,32837,1993
186,32837,1995
186,32847,1992
186,32862,1990
186,32862,1994
186,32865,1990
186,32929,1990
186,38938,2004
186,40025,2004
186,40977,2005
186,41166,1998
186,41193,2002
186,47445,1992
186,47445,1994
186,47445,1995
186,47445,1995
186,47446,1994
186,47446,1996
186,47878,1996
186,47878,1996
186,49942,2001
186,50457,1994
186,54382,1996
186,54382,1999
186,54382,2000
186,54382,2000
186,54382,2001
186,54382,2002
186,54382,2004
186,54382,2004
186,54382,2005
186,54837,2005
186,54927,2005
186,54927,2005
186,54927,2005
186,54934,2005
186,55053,2005
186,55053,2005
186,55053,2005
186,55057,2002
186,55061,2004
186,55061,2005
186,55061,2005
186,55089,2000
186,55113,2001
186,55113,2005
186,55113,2005
186,55161,2002
186,55173,2005
186,55173,2005
186,55173,2005
186,55217,1999
186,55217,2000
186,55217,2001
186,55217,2005
186,55217,2005
186,55217,2005
186,55232,1999
186,55232,2000
186,55257,2000
186,55262,1999
186,55262,2000
186,55262,2001
186,55311,1998
186,55406,1995
186,55406,2000
186,59004,1998
186,59067,2000
186,61686,2003
186,61686,2005
186,62106,2002
186,62232,1994
186,62232,1995
186,62232,1996
186,62241,1995
186,62241,1995
186,62241,1995
186,62241,1996
186,62241,2000
186,62241,2002
186,62249,1994
186,62249,1995
186,62249,1995
186,62249,1996
186,62249,1996
186,62249,1996
186,62249,1998
186,62269,1994
186,62269,1995
186,62269,1996
186,62269,1996
186,62330,2000
186,62330,2002
186,62330,2003
186,67157,1992
186,67157,1994
186,67157,1995
186,67157,1997
186,67176,2002
186,67176,2004
186,67178,1992
186,67178,1994
186,67178,1995
186,67180,1992
186,67180,1997
186,67180,1998
186,67181,1992
186,70355,1998
186,70355,2000
186,70432,2005
186,78157,1999
186,78795,1995
186,78811,1990
186,78812,1992
186,78821,1992
186,78821,1992
186,78821,1997
186,78821,1997
186,78821,1999
186,78829,1995
186,78830,1992
186,78830,1995
186,78830,1995
186,78830,1996
186,78830,1996
186,78830,1997
186,78830,1998
186,82712,2005
186,83085,2002
186,83249,2002
186,87074,2005
186,87097,1999
186,87162,1999
186,87173,2000
186,87173,2002
186,89326,2005
186,89524,1995
186,89528,1993
186,89545,1995
186,90715,2000
186,90715,2004
186,90720,1999
186,90735,1992
186,90735,1995
186,90735,2000
186,90770,1994
186,90784,1996
186,90784,1998
186,90784,2000
186,90786,1996
186,90787,1995
186,90787,1997
186,90800,1996
186,90800,1997
186,90818,1992
186,90818,1994
186,90818,1997
186,90825,1994
186,90827,1990
186,90832,1992
186,90832,1994
186,90832,1995
186,90832,1996
186,90832,1998
186,92076,1999
186,93103,2003
186,98066,1995
186,98066,1996
186,98066,2000
186,98066,2001
186,98066,2001
186,98345,2002
186,98438,2002
186,98475,2004
186,98536,1997
186,98544,1996
186,98544,1998
186,99830,2002
186,99879,1997
186,99947,2001
186,104530,2005
186,105031,1993
186,105031,1993
186,105031,1995
186,105031,1996
186,105031,1996
186,105031,1996
186,105031,2000
186,105710,1999
186,108646,1994
186,108657,1997
186,108657,1999
186,108657,2000
186,108657,2001
186,108682,1997
186,109307,2005
186,109370,1998
186,109370,2000
186,111919,1997
186,116739,2005
186,120082,1990
186,120082,1990
186,120327,1999
186,120333,1998
186,120336,1999
186,120375,1996
186,120831,1995
186,120847,1992
186,120847,1996
186,120856,1996
186,123018,2000
186,123018,2002
186,123018,2002
186,123018,2003
186,123018,2004
186,123263,2002
186,123263,2004
186,123281,2003
186,123281,2004
186,123310,1998
186,126373,2005
186,126412,2002
186,126426,1999
186,126426,2000
186,126426,2001
186,126426,2001
186,126426,2002
186,126426,2003
186,126426,2005
186,126428,1999
186,126428,2002
186,126428,2002
186,126428,2004
186,126446,2001
186,126446,2002
186,126477,2002
186,126477,2003
186,126501,2004
186,126527,1996
186,126527,1998
186,126527,1999
186,126527,2002
186,126527,2004
186,126528,2004
186,126531,1995
186,126531,1996
186,126531,1998
186,126538,1994
186,126538,1997
186,126546,2001
186,126558,1994
186,126558,1996
186,126796,1988
186,126796,1995
186,127675,1994
186,127818,2003
186,130173,2004
186,131730,1994
186,132795,1994
186,132795,1995
186,132795,1996
186,132795,1999
186,132795,2000
186,132795,2003
186,132853,2005
186,132901,1998
186,132904,1994
186,132905,1994
186,132905,1995
186,132905,1996
186,132905,2000
186,132905,2002
186,132912,1996
186,136701,1995
186,137110,1995
186,137110,1996
186,137110,2000
186,137110,2000
186,137110,2002
186,137117,1995
186,137117,1995
186,137117,1996
186,137117,1996
186,137117,1998
186,137288,2005
186,137581,2002
186,137628,2002
186,137628,2004
186,137641,2002
186,137668,1995
186,137668,1997
186,137668,1999
186,137668,2000
186,137668,2001
186,137668,2002
186,137681,1995
186,137681,1996
186,137684,1996
186,137687,1997
186,137694,1995
186,137696,1996
186,137696,1996
186,137696,1996
186,137696,1997
186,137696,2000
186,139287,1999
186,139332,1999
186,140339,2004
186,140346,2004
186,140371,1994
186,140371,1995
186,140371,1996
186,140371,1998
186,140377,1994
186,143102,1992
186,143102,1994
186,143362,1994
186,143363,1994
186,143369,2003
186,143375,1993
186,147664,2005
186,150815,2002
186,150913,2002
186,150913,2005
186,150943,2005
186,150944,2005
186,150994,1995
186,150994,1996
186,150994,1999
186,150994,2000
186,150999,1992
186,151522,2005
186,158895,2005
186,160319,1994
186,160319,2000
186,160391,1994
186,160595,1994
186,165282,2005
186,165286,2005
186,165291,2002
186,165291,2005
186,165319,2002
186,165364,2002
186,165396,2005
186,165812,1998
186,165812,2005
186,165894,2002
186,165894,2005
186,165896,2002
186,165896,2005
186,165898,2002
186,165898,2005
186,165910,2005
186,165910,2005
186,165919,2005
186,165932,2005
186,165952,2000
186,165952,2005
186,166158,1997
186,167346,2000
186,167346,2003
186,167393,2005
186,167410,2002
186,167440,2002
186,167482,2002
186,167490,2005
186,167529,1994
186,167756,1994
186,167845,1992
186,167845,1996
186,167845,1997
186,167845,1999
186,167845,2003
186,167955,1994
186,167956,2003
186,167958,1993
186,167958,1995
186,167958,1995
186,167966,1993
186,167966,1995
186,171012,2005
186,171800,2003
186,171823,1996
186,171828,1995
186,171828,1996
186,171828,1997
186,171828,2000
186,171828,2003
186,171840,1993
186,171840,1993
186,171840,1995
186,171840,1996
186,171840,1997
186,171840,2000
186,171841,1996
186,171846,1993
186,171846,1993
186,171846,1995
186,171846,1996
186,171846,1996
186,171846,1996
186,171846,1997
186,171846,2000
186,172782,2002
186,179879,1995
186,179879,1998
186,180914,2004
186,181624,1992
186,181643,1995
186,181644,1995
186,181772,1994
186,181883,1996
186,181918,1993
186,184616,2000
186,184616,2002
186,185385,2002
186,185385,2005
186,186615,2002
186,186615,2004
186,187107,2001
186,187756,2002
186,187890,2005
186,194038,1997
186,195485,1999
186,197319,1996
186,197320,1997
186,197324,1995
186,197328,1995
186,197328,1996
186,197328,1998
186,197329,1994
186,197330,1994
186,197330,1995
186,197330,1995
186,197332,1994
186,197332,1995
186,197332,1995
186,197332,1996
186,197333,1992
186,197333,1994
186,197333,1995
186,197334,1994
186,197652,1996
186,197652,1998
186,197652,2000
186,197652,2002
186,197661,1994
186,197661,1996
186,197661,1998
186,197661,2003
186,197859,1995
186,197912,2002
186,197916,2002
186,197936,2005
186,197940,1993
186,197940,1995
186,197940,1996
186,197940,2000
186,198264,1992
186,198264,1995
186,198264,2002
186,198299,2005
186,198311,2002
186,199235,1995
186,199288,2002
186,199288,2004
186,199312,1995
186,199312,2002
186,200850,1992
186,201171,2000
186,201171,2002
186,202911,2003
186,205595,1998
186,205821,1992
186,206014,1995
186,206140,1995
186,206789,2002
186,206789,2004
186,206789,2005
186,206789,2005
186,206789,2005
186,207278,1997
186,207278,1998
186,207278,2002
186,209116,1990
186,211662,1992
186,211662,1994
186,211662,1997
186,217992,2000
